timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; methanation,import,trdBuy,export
10th < 2020,10th < 2020 < d222,West,,,1220.1694929568619,
10th < 2020,10th < 2020 < d223,East,,,1568.4826861755214,
10th < 2020,10th < 2020 < d223,West,,,1064.725943001236,
10th < 2020,10th < 2020 < d224,East,,,1335.7944873976178,
10th < 2020,10th < 2020 < d224,West,,,741.620852829265,
10th < 2020,10th < 2020 < d225,East,,,1121.8031655490392,
10th < 2020,10th < 2020 < d225,West,,,1078.144717270287,
10th < 2020,10th < 2020 < d226,East,,,1303.9214769898604,
10th < 2020,10th < 2020 < d226,West,,,887.85783957049,
10th < 2020,10th < 2020 < d227,East,,,1235.283408582208,
10th < 2020,10th < 2020 < d227,West,,,676.1065905586775,
10th < 2020,10th < 2020 < d228,East,,,804.0348867170683,
10th < 2020,10th < 2020 < d228,West,,,1063.5850833172476,
10th < 2020,10th < 2020 < d229,East,,,906.5470639177854,
10th < 2020,10th < 2020 < d229,West,,,1250.009851100623,
10th < 2020,10th < 2020 < d230,East,,,1215.380492311712,
10th < 2020,10th < 2020 < d230,West,,,1241.0466421871472,
10th < 2020,10th < 2020 < d231,East,,,1608.2123051015863,
10th < 2020,10th < 2020 < d231,West,,,1479.244200670912,
10th < 2020,10th < 2020 < d232,East,,,1840.1476547393302,
10th < 2020,10th < 2020 < d232,West,,,1654.8044992887435,
10th < 2020,10th < 2020 < d233,East,,,1642.176967575002,
10th < 2020,10th < 2020 < d233,West,,,1612.6180997612207,
10th < 2020,10th < 2020 < d234,East,,,748.427792240734,
10th < 2020,10th < 2020 < d234,West,,,914.266994941939,
10th < 2020,10th < 2020 < d235,East,,,401.6419332625663,
10th < 2020,10th < 2020 < d235,West,,,543.620790148564,
10th < 2020,10th < 2020 < d236,East,,,299.23590300428395,
10th < 2020,10th < 2020 < d236,West,,,153.31798403464708,
10th < 2020,10th < 2020 < d237,East,,,338.8937809383864,
10th < 2020,10th < 2020 < d237,West,,,140.01983532275122,
10th < 2020,10th < 2020 < d238,East,,,941.9442259718645,
10th < 2020,10th < 2020 < d238,West,,,253.64073016360166,
10th < 2020,10th < 2020 < d239,East,,,1153.7519315876634,
10th < 2020,10th < 2020 < d239,West,,,1460.6704242616338,
10th < 2020,10th < 2020 < d240,East,,,1669.5557615625996,
10th < 2020,10th < 2020 < d240,West,,,1860.0505566864772,
10th < 2020,10th < 2020 < d241,East,,,1399.926931944112,
10th < 2020,10th < 2020 < d241,West,,,1270.5928240943688,
10th < 2020,10th < 2020 < d242,East,,,818.7230269850575,
10th < 2020,10th < 2020 < d242,West,,,940.2098459868253,
10th < 2020,10th < 2020 < d243,East,,,1378.7353221993424,
10th < 2020,10th < 2020 < d243,West,,,917.4635307195573,
10th < 2020,10th < 2020 < d244,East,,,1151.7979993251372,
10th < 2020,10th < 2020 < d244,West,,,1048.4818310466949,
10th < 2020,10th < 2020 < d245,East,,,1289.7289356770275,
10th < 2020,10th < 2020 < d245,West,,,1250.6823298479846,
10th < 2020,10th < 2020 < d246,East,,,1735.1559808934492,
10th < 2020,10th < 2020 < d246,West,,,1997.3302547574365,
10th < 2020,10th < 2020 < d247,East,,,1425.7581274157544,
10th < 2020,10th < 2020 < d247,West,,,2039.0739614996187,
10th < 2020,10th < 2020 < d248,East,,,458.81955594576743,
10th < 2020,10th < 2020 < d248,West,,,1140.3224265156493,
10th < 2020,10th < 2020 < d249,East,,,137.55568835013474,
10th < 2020,10th < 2020 < d249,West,,,746.2755545329135,
10th < 2020,10th < 2020 < d250,East,,,1396.1859293610642,
10th < 2020,10th < 2020 < d250,West,,,1316.297890391395,
10th < 2020,10th < 2020 < d251,East,,,1689.6998798387772,
10th < 2020,10th < 2020 < d251,West,,,1236.2697588552387,
10th < 2020,10th < 2020 < d252,East,,,1070.0879498807615,
10th < 2020,10th < 2020 < d252,West,,,1132.7446468764465,
10th < 2020,10th < 2020 < d253,East,,,1196.7665995898533,
10th < 2020,10th < 2020 < d253,West,,,1300.074444554193,
10th < 2020,10th < 2020 < d254,East,,,1333.7753659783684,
10th < 2020,10th < 2020 < d254,West,,,1466.0525580268263,
10th < 2020,10th < 2020 < d255,East,,,1200.4117847084324,
10th < 2020,10th < 2020 < d255,West,,,1291.5307777967544,
10th < 2020,10th < 2020 < d256,East,,,597.9541873221104,
10th < 2020,10th < 2020 < d256,West,,,1287.029312353441,
10th < 2020,10th < 2020 < d257,East,,,870.0106063971768,
10th < 2020,10th < 2020 < d257,West,,,116.3588737676488,
10th < 2020,10th < 2020 < d258,East,,,376.065884207842,
10th < 2020,10th < 2020 < d258,West,,,41.33747397651053,
10th < 2020,10th < 2020 < d259,East,,,149.734411388812,
10th < 2020,10th < 2020 < d260,East,,,72.27925549500425,
10th < 2020,10th < 2020 < d260,West,,,175.99294693747635,
10th < 2020,10th < 2020 < d261,East,,,630.6434202101627,
10th < 2020,10th < 2020 < d261,West,,,886.9878503947552,
10th < 2020,10th < 2020 < d262,East,,,759.8978190241377,
10th < 2020,10th < 2020 < d262,West,,,1460.5591661220462,
10th < 2020,10th < 2020 < d263,East,,,991.3852329248631,
10th < 2020,10th < 2020 < d263,West,,,1549.3311382005045,
10th < 2020,10th < 2020 < d264,East,,,1751.7012115928537,
10th < 2020,10th < 2020 < d264,West,,,1667.493906450106,
10th < 2020,10th < 2020 < d265,East,,,1447.3861627623999,
10th < 2020,10th < 2020 < d265,West,,,621.1800304985212,
10th < 2020,10th < 2020 < d266,East,,,1666.0556633596184,
10th < 2020,10th < 2020 < d266,West,,,1203.9908567799155,
10th < 2020,10th < 2020 < d267,East,,,1691.459972911962,
10th < 2020,10th < 2020 < d267,West,,,1673.2631823646302,
10th < 2020,10th < 2020 < d268,East,,,2144.060664852041,
10th < 2020,10th < 2020 < d268,West,,,1960.097378769245,
10th < 2020,10th < 2020 < d269,East,,,1437.586365557931,
10th < 2020,10th < 2020 < d269,West,,,1038.5915178211,
10th < 2020,10th < 2020 < d270,East,,,659.3744509200717,
10th < 2020,10th < 2020 < d270,West,,,507.3110120890095,
10th < 2020,10th < 2020 < d271,East,,,1339.1480419807106,
10th < 2020,10th < 2020 < d271,West,,,415.61949048845764,
10th < 2020,10th < 2020 < d272,East,,,1814.4572305149366,
10th < 2020,10th < 2020 < d272,West,,,26.42391604767271,
10th < 2020,10th < 2020 < d273,East,,,1814.9475622489852,
10th < 2020,10th < 2020 < d273,West,,,291.6589405476593,
10th < 2020,10th < 2020 < d274,East,,,1682.7368082398673,
10th < 2020,10th < 2020 < d274,West,,,576.0605170343863,
10th < 2020,10th < 2020 < d275,East,,,1804.4084300153347,
10th < 2020,10th < 2020 < d275,West,,,1545.4404037736756,
10th < 2020,10th < 2020 < d276,East,,,627.4444565877268,
10th < 2020,10th < 2020 < d276,West,,,1606.691416898974,
10th < 2020,10th < 2020 < d277,East,,,905.7084193767412,
10th < 2020,10th < 2020 < d277,West,,,1292.2858752781383,
10th < 2020,10th < 2020 < d278,East,,,1731.1735511543573,
10th < 2020,10th < 2020 < d278,West,,,1491.4089847680204,
10th < 2020,10th < 2020 < d279,East,,,1461.8528525321833,
10th < 2020,10th < 2020 < d279,West,,,832.1791718968904,
10th < 2020,10th < 2020 < d280,East,,,1759.0561930759782,
10th < 2020,10th < 2020 < d280,West,,,794.6366255677019,
10th < 2020,10th < 2020 < d281,East,,,2219.1436316068675,
10th < 2020,10th < 2020 < d281,West,,,2369.2659392158102,
10th < 2020,10th < 2020 < d282,East,,,1646.2981578749652,
10th < 2020,10th < 2020 < d282,West,,,1827.4685382527784,
10th < 2020,10th < 2020 < d283,East,,,495.10615476395884,
10th < 2020,10th < 2020 < d283,West,,,1025.8744508809377,
10th < 2020,10th < 2020 < d284,East,,,400.24875312151585,
10th < 2020,10th < 2020 < d284,West,,,602.6356434129063,
10th < 2020,10th < 2020 < d285,East,,,1865.9475196748238,
10th < 2020,10th < 2020 < d285,West,,,1954.6976033175756,
10th < 2020,10th < 2020 < d286,East,,,2893.3198057083505,
10th < 2020,10th < 2020 < d286,West,,,2077.7806398512034,
10th < 2020,10th < 2020 < d287,East,,,3223.3585476378607,
10th < 2020,10th < 2020 < d287,West,,,2498.861024127428,
10th < 2020,10th < 2020 < d288,East,,,3602.254427061033,
10th < 2020,10th < 2020 < d288,West,,,2892.7973651735692,
10th < 2020,10th < 2020 < d289,East,,,2847.70371242453,
10th < 2020,10th < 2020 < d289,West,,,3050.358651957769,
10th < 2020,10th < 2020 < d290,East,,,2409.54561686699,
10th < 2020,10th < 2020 < d290,West,,,2531.4482209576054,
10th < 2020,10th < 2020 < d291,East,,,2053.2582323328734,
10th < 2020,10th < 2020 < d291,West,,,2984.406774893298,
10th < 2020,10th < 2020 < d292,East,,,2453.4896746391087,
10th < 2020,10th < 2020 < d292,West,,,2535.6216117735244,
10th < 2020,10th < 2020 < d293,East,,,1925.5596796150207,
10th < 2020,10th < 2020 < d293,West,,,2508.464052938801,
10th < 2020,10th < 2020 < d294,East,,,1572.9892719974966,
10th < 2020,10th < 2020 < d294,West,,,2408.8340639293738,
10th < 2020,10th < 2020 < d295,East,,,744.6484049714344,
10th < 2020,10th < 2020 < d295,West,,,2048.9147407303244,
10th < 2020,10th < 2020 < d296,East,,,1249.6628697819742,
10th < 2020,10th < 2020 < d296,West,,,2319.7652641620753,
10th < 2020,10th < 2020 < d297,East,,,1115.8570694282716,
10th < 2020,10th < 2020 < d297,West,,,1818.8551843183238,
10th < 2020,10th < 2020 < d298,East,,,864.9726981199115,
10th < 2020,10th < 2020 < d298,West,,,1786.0160204893714,
10th < 2020,10th < 2020 < d299,East,,,992.6662968226248,
10th < 2020,10th < 2020 < d299,West,,,1105.2978461031546,
10th < 2020,10th < 2020 < d300,East,,,683.6590240533874,
10th < 2020,10th < 2020 < d300,West,,,924.0423732841975,
10th < 2020,10th < 2020 < d301,East,,,820.1072175168833,
10th < 2020,10th < 2020 < d301,West,,,1659.93751681188,
10th < 2020,10th < 2020 < d302,East,,,1832.1456112418628,
10th < 2020,10th < 2020 < d302,West,,,1603.68242702865,
10th < 2020,10th < 2020 < d303,East,,,1900.4145853836003,
10th < 2020,10th < 2020 < d303,West,,,1021.7585627596566,
10th < 2020,10th < 2020 < d304,East,,,780.3522817336126,
10th < 2020,10th < 2020 < d304,West,,,822.8270740456236,
10th < 2020,10th < 2020 < d305,East,,,959.4558763386299,
10th < 2020,10th < 2020 < d305,West,,,1572.397935579824,
10th < 2020,10th < 2020 < d306,East,,,1899.8902737622627,
10th < 2020,10th < 2020 < d306,West,,,1854.620385601139,
10th < 2020,10th < 2020 < d307,East,,,2045.5573624427225,
10th < 2020,10th < 2020 < d307,West,,,949.26300603232,
10th < 2020,10th < 2020 < d308,East,,,2147.419309887938,
10th < 2020,10th < 2020 < d308,West,,,1690.1750817942639,
10th < 2020,10th < 2020 < d309,East,,,1262.2231209076065,
10th < 2020,10th < 2020 < d309,West,,,1422.8131371497814,
10th < 2020,10th < 2020 < d310,East,,,436.0755790065907,
10th < 2020,10th < 2020 < d310,West,,,971.94287319013,
10th < 2020,10th < 2020 < d311,East,,,582.2259106820756,
10th < 2020,10th < 2020 < d311,West,,,864.9092242415649,
10th < 2020,10th < 2020 < d312,East,,,233.171412580556,
10th < 2020,10th < 2020 < d312,West,,,789.3211401359193,
10th < 2020,10th < 2020 < d313,East,,,37.55833210231586,
10th < 2020,10th < 2020 < d313,West,,,170.28913481497855,
10th < 2020,10th < 2020 < d314,East,,,503.31338691340375,
10th < 2020,10th < 2020 < d314,West,,,1139.5726366025901,
10th < 2020,10th < 2020 < d315,East,,,782.780501915186,
10th < 2020,10th < 2020 < d315,West,,,1972.811898213448,
10th < 2020,10th < 2020 < d316,East,,,1198.4531533229454,
10th < 2020,10th < 2020 < d316,West,,,2426.169212013982,
10th < 2020,10th < 2020 < d317,East,,,1027.813848340847,
10th < 2020,10th < 2020 < d317,West,,,1191.493052331969,
10th < 2020,10th < 2020 < d318,East,,,37.09033159217036,
10th < 2020,10th < 2020 < d318,West,,,57.87529611271245,
10th < 2020,10th < 2020 < d319,East,,,130.3854894391167,
10th < 2020,10th < 2020 < d319,West,,,212.36759287833823,
10th < 2020,10th < 2020 < d320,East,,,1148.9477664986855,
10th < 2020,10th < 2020 < d320,West,,,504.79726783920654,
10th < 2020,10th < 2020 < d321,East,,,974.4086192770704,
10th < 2020,10th < 2020 < d322,East,,,660.8168194623379,
10th < 2020,10th < 2020 < d322,West,,,179.71784614394508,
10th < 2020,10th < 2020 < d323,East,,,81.77150401914285,
10th < 2020,10th < 2020 < d323,West,,,13.13476650765381,
10th < 2020,10th < 2020 < d324,East,,,760.7498263180555,
10th < 2020,10th < 2020 < d324,West,,,1170.042888036011,
10th < 2020,10th < 2020 < d325,East,,,649.475130082752,
10th < 2020,10th < 2020 < d325,West,,,621.0335581349226,
10th < 2020,10th < 2020 < d326,East,,,2109.007584545516,
10th < 2020,10th < 2020 < d326,West,,,2317.275711628743,
10th < 2020,10th < 2020 < d327,East,,,4390.526782025449,
10th < 2020,10th < 2020 < d327,West,,,4298.593715296511,
10th < 2020,10th < 2020 < d328,East,,,3470.032455883541,
10th < 2020,10th < 2020 < d328,West,,,3500.3425782478384,
10th < 2020,10th < 2020 < d329,East,,,3953.2455929914513,
10th < 2020,10th < 2020 < d329,West,,,3210.096986227261,
10th < 2020,10th < 2020 < d330,East,,,4562.664171495298,
10th < 2020,10th < 2020 < d330,West,,,3799.7683689705336,
10th < 2020,10th < 2020 < d331,East,,,4630.963186037744,
10th < 2020,10th < 2020 < d331,West,,,3624.408662230221,
10th < 2020,10th < 2020 < d332,East,,,3071.313511433675,
10th < 2020,10th < 2020 < d332,West,,,1509.340333726775,
10th < 2020,10th < 2020 < d333,East,,,1214.5099159028111,
10th < 2020,10th < 2020 < d333,West,,,137.33369180257637,
10th < 2020,10th < 2020 < d334,East,,,1324.4830194213503,
10th < 2020,10th < 2020 < d334,West,,,97.56139386329075,
10th < 2020,10th < 2020 < d335,East,,,1902.5897243388588,
10th < 2020,10th < 2020 < d335,West,,,1358.0536463861895,
10th < 2020,10th < 2020 < d336,East,,,2039.7877005371306,
10th < 2020,10th < 2020 < d336,West,,,3129.748592269374,
10th < 2020,10th < 2020 < d337,East,,,2812.8855175427184,
10th < 2020,10th < 2020 < d337,West,,,2752.951304485657,
10th < 2020,10th < 2020 < d338,East,,,2055.2409718872204,
10th < 2020,10th < 2020 < d338,West,,,2181.177626850728,
10th < 2020,10th < 2020 < d339,East,,,1009.4540625992344,
10th < 2020,10th < 2020 < d339,West,,,1363.4430216885266,
10th < 2020,10th < 2020 < d340,East,,,812.7144221046789,
10th < 2020,10th < 2020 < d340,West,,,458.57704690926585,
10th < 2020,10th < 2020 < d341,East,,,2597.968179149022,
10th < 2020,10th < 2020 < d341,West,,,2148.178927030007,
10th < 2020,10th < 2020 < d342,East,,,2610.5368153103277,
10th < 2020,10th < 2020 < d342,West,,,1810.618366653494,
10th < 2020,10th < 2020 < d343,East,,,3024.244802943737,
10th < 2020,10th < 2020 < d343,West,,,2716.502065562283,
10th < 2020,10th < 2020 < d344,East,,,3556.0839664594755,
10th < 2020,10th < 2020 < d344,West,,,3446.648087754332,
10th < 2020,10th < 2020 < d345,East,,,2765.9099213204404,
10th < 2020,10th < 2020 < d345,West,,,2797.1771067970826,
10th < 2020,10th < 2020 < d346,East,,,2131.0827183496917,
10th < 2020,10th < 2020 < d346,West,,,2711.960095636281,
10th < 2020,10th < 2020 < d347,East,,,2187.652823787739,
10th < 2020,10th < 2020 < d347,West,,,3177.336773536858,
10th < 2020,10th < 2020 < d348,East,,,3120.9097959518776,
10th < 2020,10th < 2020 < d348,West,,,3398.3892000259457,
10th < 2020,10th < 2020 < d349,East,,,2546.316438125982,
10th < 2020,10th < 2020 < d349,West,,,2609.5978747795116,
10th < 2020,10th < 2020 < d350,East,,,1778.0530965749876,
10th < 2020,10th < 2020 < d350,West,,,1653.2763592532935,
10th < 2020,10th < 2020 < d351,East,,,1571.3976135526968,
10th < 2020,10th < 2020 < d351,West,,,2040.0884736343232,
10th < 2020,10th < 2020 < d352,East,,,578.878001253347,
10th < 2020,10th < 2020 < d352,West,,,2333.9379132124313,
10th < 2020,10th < 2020 < d353,East,,,580.7094030348087,
10th < 2020,10th < 2020 < d353,West,,,803.4257799637659,
10th < 2020,10th < 2020 < d354,East,,,205.87319903694643,
10th < 2020,10th < 2020 < d354,West,,,214.87596087397614,
10th < 2020,10th < 2020 < d357,East,,,122.98878159793698,
10th < 2020,10th < 2020 < d357,West,,,362.48411785842416,
10th < 2020,10th < 2020 < d358,East,,,3.445422132358117,
10th < 2020,10th < 2020 < d359,East,,,276.40091808046975,
10th < 2020,10th < 2020 < d359,West,,,188.79897426449244,
10th < 2020,10th < 2020 < d360,East,,,52.31779973722099,
10th < 2020,10th < 2020 < d360,West,,,242.73168880982718,
10th < 2020,10th < 2020 < d361,East,,,223.37504728763813,
10th < 2020,10th < 2020 < d361,West,,,437.7855329973346,
10th < 2020,10th < 2020 < d362,East,,,1221.2613458874125,
10th < 2020,10th < 2020 < d362,West,,,564.0604497383065,
10th < 2020,10th < 2020 < d363,East,,,1698.6340453442879,
10th < 2020,10th < 2020 < d363,West,,,1646.3198771572613,
10th < 2020,10th < 2020 < d364,East,,,1544.1093923955507,
10th < 2020,10th < 2020 < d364,West,,,281.07498044409635,
10th < 2020,10th < 2020 < d365,East,,,2039.0324544060197,
10th < 2020,10th < 2020 < d365,West,,,1021.3950864303945,
20th < 2025,20th < 2025 < d001,East,,,2953.7702076511164,
20th < 2025,20th < 2025 < d001,West,,,3225.3728504573987,
20th < 2025,20th < 2025 < d002,East,,,2323.821521549303,
20th < 2025,20th < 2025 < d002,West,,,2771.298346960852,
20th < 2025,20th < 2025 < d003,East,,,2017.7364747136269,
20th < 2025,20th < 2025 < d003,West,,,1613.0625110186052,
20th < 2025,20th < 2025 < d004,East,,,2796.3294463000734,
20th < 2025,20th < 2025 < d004,West,,,2674.0767008271755,
20th < 2025,20th < 2025 < d005,East,,,4396.164598231673,
20th < 2025,20th < 2025 < d005,West,,,4340.530245136238,
20th < 2025,20th < 2025 < d006,East,,,5025.06560176807,
20th < 2025,20th < 2025 < d006,West,,,4596.975620238526,
20th < 2025,20th < 2025 < d007,East,,,4803.142240072751,
20th < 2025,20th < 2025 < d007,West,,,4338.459565008193,
20th < 2025,20th < 2025 < d008,East,,,2959.865819341286,
20th < 2025,20th < 2025 < d008,West,,,2115.9587714395243,
20th < 2025,20th < 2025 < d009,East,,,1372.367270492536,
20th < 2025,20th < 2025 < d009,West,,,368.14469046609923,
20th < 2025,20th < 2025 < d010,East,,,34.397649193722714,
20th < 2025,20th < 2025 < d010,West,,,68.61391213356922,
20th < 2025,20th < 2025 < d011,East,,,862.3533974360913,
20th < 2025,20th < 2025 < d011,West,,,524.3450490452351,
20th < 2025,20th < 2025 < d012,East,,,1362.857099683907,
20th < 2025,20th < 2025 < d012,West,,,540.5973672990119,
20th < 2025,20th < 2025 < d013,East,,,1137.673934023736,
20th < 2025,20th < 2025 < d013,West,,,751.8384953826522,
20th < 2025,20th < 2025 < d014,East,,,1912.4820973498372,
20th < 2025,20th < 2025 < d014,West,,,1129.65397065474,
20th < 2025,20th < 2025 < d015,East,,,1402.4264226410353,
20th < 2025,20th < 2025 < d015,West,,,747.9587595773437,
20th < 2025,20th < 2025 < d016,East,,,2881.080582322116,
20th < 2025,20th < 2025 < d016,West,,,3553.4322115120294,
20th < 2025,20th < 2025 < d017,East,,,3147.2891882631816,
20th < 2025,20th < 2025 < d017,West,,,4005.0523471246997,
20th < 2025,20th < 2025 < d018,East,,,2829.613734248904,
20th < 2025,20th < 2025 < d018,West,,,4053.750987806712,
20th < 2025,20th < 2025 < d019,East,,,5422.18097133287,
20th < 2025,20th < 2025 < d019,West,,,4739.828677212931,
20th < 2025,20th < 2025 < d020,East,,,5672.3998089614615,
20th < 2025,20th < 2025 < d020,West,,,4965.86000083606,
20th < 2025,20th < 2025 < d021,East,,,5555.134753554738,
20th < 2025,20th < 2025 < d021,West,,,4907.587884366816,
20th < 2025,20th < 2025 < d022,East,,,5592.793278643134,
20th < 2025,20th < 2025 < d022,West,,,5014.7703890668545,
20th < 2025,20th < 2025 < d023,East,,,5816.424871851217,
20th < 2025,20th < 2025 < d023,West,,,5096.800469655026,
20th < 2025,20th < 2025 < d024,East,,,4861.000127037208,
20th < 2025,20th < 2025 < d024,West,,,4096.583535543706,
20th < 2025,20th < 2025 < d025,East,,,4098.700328530949,
20th < 2025,20th < 2025 < d025,West,,,4237.16589630596,
20th < 2025,20th < 2025 < d026,East,,,3754.5748473128588,
20th < 2025,20th < 2025 < d026,West,,,3623.705313523601,
20th < 2025,20th < 2025 < d027,East,,,3138.885837372937,
20th < 2025,20th < 2025 < d027,West,,,3705.856329621308,
20th < 2025,20th < 2025 < d028,East,,,2429.071357868808,
20th < 2025,20th < 2025 < d028,West,,,1854.1301807650914,
20th < 2025,20th < 2025 < d029,East,,,2296.6798465597944,
20th < 2025,20th < 2025 < d029,West,,,1333.4726651805286,
20th < 2025,20th < 2025 < d030,East,,,3738.0013906469994,
20th < 2025,20th < 2025 < d030,West,,,2301.350932587682,
20th < 2025,20th < 2025 < d031,East,,,3344.453351074421,
20th < 2025,20th < 2025 < d031,West,,,3161.6818075858428,
20th < 2025,20th < 2025 < d032,East,,,3889.42414073517,
20th < 2025,20th < 2025 < d032,West,,,2466.4261968727747,
20th < 2025,20th < 2025 < d033,East,,,4512.980448415997,
20th < 2025,20th < 2025 < d033,West,,,4554.014168525696,
20th < 2025,20th < 2025 < d034,East,,,5410.83369885589,
20th < 2025,20th < 2025 < d034,West,,,4982.051428357134,
20th < 2025,20th < 2025 < d035,East,,,4798.9991842662,
20th < 2025,20th < 2025 < d035,West,,,4041.9907233916347,
20th < 2025,20th < 2025 < d036,East,,,4330.826016375803,
20th < 2025,20th < 2025 < d036,West,,,3413.798309652048,
20th < 2025,20th < 2025 < d037,East,,,3936.1433719117294,
20th < 2025,20th < 2025 < d037,West,,,2513.128845490793,
20th < 2025,20th < 2025 < d038,East,,,4011.402513120303,
20th < 2025,20th < 2025 < d038,West,,,3300.365226722184,
20th < 2025,20th < 2025 < d039,East,,,3265.48414071135,
20th < 2025,20th < 2025 < d039,West,,,3094.2348369410497,
20th < 2025,20th < 2025 < d040,East,,,4441.0020494251,
20th < 2025,20th < 2025 < d040,West,,,4651.399690173244,
20th < 2025,20th < 2025 < d041,East,,,4173.1230867024005,
20th < 2025,20th < 2025 < d041,West,,,4069.855906176955,
20th < 2025,20th < 2025 < d042,East,,,4656.566162865713,
20th < 2025,20th < 2025 < d042,West,,,4079.361897801461,
20th < 2025,20th < 2025 < d043,East,,,5567.612955599537,
20th < 2025,20th < 2025 < d043,West,,,4687.625053830049,
20th < 2025,20th < 2025 < d044,East,,,4625.946907402103,
20th < 2025,20th < 2025 < d044,West,,,2448.457181777854,
20th < 2025,20th < 2025 < d045,East,,,3288.2988296820863,
20th < 2025,20th < 2025 < d045,West,,,2006.6054492172943,
20th < 2025,20th < 2025 < d046,East,,,4218.477292860874,
20th < 2025,20th < 2025 < d046,West,,,3571.6941201941127,
20th < 2025,20th < 2025 < d047,East,,,4970.751626676465,
20th < 2025,20th < 2025 < d047,West,,,4006.9089286030053,
20th < 2025,20th < 2025 < d048,East,,,5001.180305299752,
20th < 2025,20th < 2025 < d048,West,,,3926.443788755814,
20th < 2025,20th < 2025 < d049,East,,,4865.340557525129,
20th < 2025,20th < 2025 < d049,West,,,4149.04554239678,
20th < 2025,20th < 2025 < d050,East,,,4401.6642211694525,
20th < 2025,20th < 2025 < d050,West,,,3555.5962803827415,
20th < 2025,20th < 2025 < d051,East,,,2843.987757587168,
20th < 2025,20th < 2025 < d051,West,,,1829.1622231533145,
20th < 2025,20th < 2025 < d052,East,,,2321.399643386869,
20th < 2025,20th < 2025 < d052,West,,,3000.9923210458364,
20th < 2025,20th < 2025 < d053,East,,,2516.2461697436383,
20th < 2025,20th < 2025 < d053,West,,,2575.643153764222,
20th < 2025,20th < 2025 < d054,East,,,2856.459730560059,
20th < 2025,20th < 2025 < d054,West,,,1686.0958743873357,
20th < 2025,20th < 2025 < d055,East,,,2388.071885909921,
20th < 2025,20th < 2025 < d055,West,,,1662.009467105317,
20th < 2025,20th < 2025 < d056,East,,,3278.8883527565504,
20th < 2025,20th < 2025 < d056,West,,,2960.4209614512934,
20th < 2025,20th < 2025 < d057,East,,,3192.858053496432,
20th < 2025,20th < 2025 < d057,West,,,2964.4955898777025,
20th < 2025,20th < 2025 < d058,East,,,3260.4247647134903,
20th < 2025,20th < 2025 < d058,West,,,2617.9807459325675,
20th < 2025,20th < 2025 < d059,East,,,2731.1661882028593,
20th < 2025,20th < 2025 < d059,West,,,2397.808433371059,
20th < 2025,20th < 2025 < d060,East,,,1726.1826166851895,
20th < 2025,20th < 2025 < d060,West,,,506.870082401234,
20th < 2025,20th < 2025 < d061,East,,,2058.8855513746466,
20th < 2025,20th < 2025 < d061,West,,,647.7837946172339,
20th < 2025,20th < 2025 < d062,East,,,2455.0729666897632,
20th < 2025,20th < 2025 < d062,West,,,1744.41702726837,
20th < 2025,20th < 2025 < d063,East,,,2855.82713312684,
20th < 2025,20th < 2025 < d063,West,,,2446.8119744676906,
20th < 2025,20th < 2025 < d064,East,,,3294.4540083759944,
20th < 2025,20th < 2025 < d064,West,,,2878.4889287693404,
20th < 2025,20th < 2025 < d065,East,,,3582.2207394218167,
20th < 2025,20th < 2025 < d065,West,,,3188.848750810845,
20th < 2025,20th < 2025 < d066,East,,,2275.6403088073666,
20th < 2025,20th < 2025 < d066,West,,,2135.9886964225434,
20th < 2025,20th < 2025 < d067,East,,,1708.6651318266734,
20th < 2025,20th < 2025 < d067,West,,,1629.464640437778,
20th < 2025,20th < 2025 < d068,East,,,2579.1879138728154,
20th < 2025,20th < 2025 < d068,West,,,2337.7403034322533,
20th < 2025,20th < 2025 < d069,East,,,2196.9966663702153,
20th < 2025,20th < 2025 < d069,West,,,2189.81083791128,
20th < 2025,20th < 2025 < d070,East,,,1786.2314554563548,
20th < 2025,20th < 2025 < d070,West,,,1609.8712437015843,
20th < 2025,20th < 2025 < d071,East,,,2158.909006220573,
20th < 2025,20th < 2025 < d071,West,,,1903.7183864693295,
20th < 2025,20th < 2025 < d072,East,,,3266.1312342132337,
20th < 2025,20th < 2025 < d072,West,,,2306.8679546466064,
20th < 2025,20th < 2025 < d073,East,,,3485.7150990915566,
20th < 2025,20th < 2025 < d073,West,,,2464.3984613283865,
20th < 2025,20th < 2025 < d074,East,,,2125.2776150344794,
20th < 2025,20th < 2025 < d074,West,,,2548.847876994462,
20th < 2025,20th < 2025 < d075,East,,,1508.523031083413,
20th < 2025,20th < 2025 < d075,West,,,2607.5526994531883,
20th < 2025,20th < 2025 < d076,East,,,1550.5262421427008,
20th < 2025,20th < 2025 < d076,West,,,2063.8145470834575,
20th < 2025,20th < 2025 < d077,East,,,1235.025300791337,
20th < 2025,20th < 2025 < d077,West,,,1634.9630887829496,
20th < 2025,20th < 2025 < d078,East,,,1999.7434693225814,
20th < 2025,20th < 2025 < d078,West,,,1869.9887571744368,
20th < 2025,20th < 2025 < d079,East,,,2953.207791957079,
20th < 2025,20th < 2025 < d079,West,,,2445.026621099742,
20th < 2025,20th < 2025 < d080,East,,,2132.224095767131,
20th < 2025,20th < 2025 < d080,West,,,2111.466801546482,
20th < 2025,20th < 2025 < d081,East,,,2053.054029249749,
20th < 2025,20th < 2025 < d081,West,,,1213.6271388924386,
20th < 2025,20th < 2025 < d082,East,,,3319.4292221977707,
20th < 2025,20th < 2025 < d082,West,,,2538.702822042274,
